title,homepage_url,is_public,is_hidden_in_reading_list,profile_type,profile_user_name,profile_user_image_url,feed_url
Arango Software Int. Costa Rica,http://arangocr.blogspot.com/,true,false,PEOPLESENSE,Gonzalo Marín Pleitez,https://lh3.googleusercontent.com/p/AF1QipOBYYkst81iU8Fw11B2AiIHy2Wc8UzhoglA66HO?key=CP2vrbPY8aLpBw,http://arangocr.blogspot.com/feeds/posts/default
